#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonymns Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
65843	172213	174226	37671	39560	M01E11.6	ZK1290.3	klp-15	rol-8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65844	173192	177808	38588	42912	M01E5.2	C28D4.3	M01E5.2	gln-6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65845	173192	174664	38588	39977	M01E5.2	R06F6.8	M01E5.2	R06F6.8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65846	175457	176284	40697	41483	M01F1.4	F02A9.3	M01F1.4	far-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65847	175457	176854	40697	42016	M01F1.4	K02D7.3	M01F1.4	col-101	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65848	175457	189522	40697	54160	M01F1.4	Y23H5A.4	M01F1.4	Y23H5A.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65849	187390	176254	52088	41455	M01H9.2	ZK637.5	M01H9.2	asna-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65850	180419	175012	45372	40301	M02A10.3	C31C9.2	sli-1	C31C9.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65851	180419	175638	45372	40872	M02A10.3	C38D4.6	sli-1	pal-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65852	180419	180535	45372	45480	M02A10.3	F07D10.1	sli-1	rpl-11.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65853	180419	171804	45372	37289	M02A10.3	F23C8.4	sli-1	ubxn-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65854	180419	181348	45372	46256	M02A10.3	F52D10.3	sli-1	ftt-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65855	180419	171602	45372	37106	M02A10.3	F53G12.10	sli-1	rpl-7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65856	180419	178341	45372	43425	M02A10.3	F56F12.1	sli-1	F56F12.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65857	180419	178005	45372	43105	M02A10.3	M7.5	sli-1	atg-7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65858	180419	178229	45372	43321	M02A10.3	T23F6.4	sli-1	rbd-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65859	180419	174964	45372	40260	M02A10.3	W09H1.6	sli-1	lec-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65860	180419	173323	45372	38708	M02A10.3	Y105E8B.5	sli-1	Y105E8B.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65861	177141	177972	42280	43073	M02B7.3	C06G8.1	osm-3	C06G8.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65862	177141	173100	42280	38501	M02B7.3	C15C6.4	osm-3	C15C6.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65863	177141	183946	42280	48751	M02B7.3	D2023.4	osm-3	D2023.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65864	177374	172283	42496	37737	M03D4.1	C27A12.7	zen-4	C27A12.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65865	177374	174050	42496	39390	M03D4.1	C32D5.9	zen-4	lgg-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65866	177374	175840	42496	41061	M03D4.1	F25B5.4	zen-4	ubq-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65867	177374	176401	42496	41595	M03D4.1	F40F12.5	zen-4	cyld-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65868	177374	176463	42496	41655	M03D4.1	H04D03.1	zen-4	H04D03.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65869	177374	178892	42496	43942	M03D4.1	K11D12.9	zen-4	K11D12.9	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65870	177374	176855	42496	42017	M03D4.1	Y66H1B.2	zen-4	Y66H1B.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65872	172092	182759	37554	47605	M04F3.1	C18A11.1	rpa-2	C18A11.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65873	172092	183165	37554	47997	M04F3.1	C33E10.10	rpa-2	C33E10.10	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65874	172092	174238	37554	39572	M04F3.1	F18A1.5	rpa-2	rpa-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65875	172092	185757	37554	50516	M04F3.1	F44G3.9	rpa-2	nhr-111	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65876	172092	176434	37554	41628	M04F3.1	T20G5.1	rpa-2	chc-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65877	172092	190455	37554	55039	M04F3.1	Y62E10A.8	rpa-2	mau-8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65878	176519	177366	41706	42488	M142.1	B0350.2	unc-119	unc-44	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65879	176519	175121	41706	40402	M142.1	F19H8.3	unc-119	arl-3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65880	187486	172251	52177	37706	M162.2	C32F10.6	clec-258	nhr-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65881	180300	177524	45261	42642	M162.5	R05G6.7	M162.5	R05G6.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65882	178156	180596	43249	45539	M18.5	F52E4.1	ddb-1	pccb-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65883	178156	176236	43249	41438	M18.5	F54F2.5	ddb-1	ztf-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65884	178156	179738	43249	44758	M18.5	R11D1.1	ddb-1	R11D1.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65885	178007	172090	43107	37552	M7.2	C10H11.10	klc-1	kca-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65886	178007	179440	43107	44470	M7.2	K07C5.1	klc-1	arx-2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65887	178007	176179	43107	41383	M7.2	R05D3.7	klc-1	unc-116	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65888	187502	177467	52193	42587	PAR2.1	C06G3.6	mtss-1	C06G3.6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65889	187502	174066	52193	39405	PAR2.1	K06A1.4	mtss-1	nhr-22	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65890	187502	177697	52193	42805	PAR2.1	T28C6.7	mtss-1	T28C6.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65891	187502	189304	52193	53951	PAR2.1	W08G11.3	mtss-1	W08G11.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65892	178870	181167	43920	46083	R02F11.1	C23F12.4	R02F11.1	C23F12.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65893	178870	172426	43920	37871	R02F11.1	C30F12.1	R02F11.1	C30F12.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65894	178870	183957	43920	48761	R02F11.1	D2063.1	R02F11.1	dehydrogenase	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65895	178870	181767	43920	46643	R02F11.1	F10D7.5	R02F11.1	F10D7.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65896	178870	176170	43920	41374	R02F11.1	F10E9.3	R02F11.1	F10E9.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65897	178870	179211	43920	44252	R02F11.1	F21F8.3	R02F11.1	asp-5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65898	178870	179209	43920	44250	R02F11.1	F21F8.7	R02F11.1	asp-6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65899	178870	175975	43920	41189	R02F11.1	F31E3.5	R02F11.1	eft-3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65900	178870	181329	43920	46238	R02F11.1	F42E11.4	R02F11.1	tni-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65901	178870	186547	43920	51284	R02F11.1	F58G11.6	R02F11.1	F58G11.6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65902	178870	177921	43920	43023	R02F11.1	K11E8.1	R02F11.1	unc-43	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65903	178870	173846	43920	39200	R02F11.1	R05F9.10	R02F11.1	sgt-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65904	178870	179273	43920	44311	R02F11.1	T19A5.3	R02F11.1	T19A5.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65905	178870	180127	43920	45113	R02F11.1	T20B3.2	R02F11.1	tni-3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65906	178870	177295	43920	42420	R02F11.1	W03F8.1	R02F11.1	tni-4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65907	178870	180264	43920	45226	R02F11.1	Y39B6A.1	R02F11.1	Y39B6A.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65908	178870	172033	43920	37503	R02F11.1	Y47D9A.1	R02F11.1	Y47D9A.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65909	178870	178850	43920	43902	R02F11.1	Y61A9LA.11	R02F11.1	Y61A9LA.11	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65910	178870	181124	43920	46043	R02F11.1	ZK721.2	R02F11.1	unc-27	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65911	181043	175638	45967	40872	R03G5.2	C38D4.6	sek-1	pal-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65912	181043	175462	45967	40702	R03G5.2	C48D5.1	sek-1	nhr-6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65913	181043	183975	45967	48779	R03G5.2	DY3.6	sek-1	mfb-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65914	181043	175820	45967	41042	R03G5.2	F01F1.6	sek-1	alh-9	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65915	181043	172942	45967	38356	R03G5.2	F25H2.9	sek-1	pas-5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65916	181043	181640	45967	46534	R03G5.2	H13N06.5	sek-1	hke-4.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65917	181043	172346	45967	37799	R03G5.2	T23H2.2	sek-1	snt-4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65918	181043	178452	45967	43530	R03G5.2	Y105C5B.28	sek-1	gln-3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65919	181043	176348	45967	41543	R03G5.2	ZK1098.4	sek-1	ZK1098.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65920	177527	180760	42645	45695	R05G6.10	F39C12.2	R05G6.10	add-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65921	177527	172078	42645	37542	R05G6.10	T04D1.3	R05G6.10	unc-57	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65922	177527	173985	42645	39326	R05G6.10	ZK1248.3	R05G6.10	ehs-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65923	174582	173846	39901	39200	R05H5.3	R05F9.10	thioredoxin	sgt-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65924	174582	177749	39901	42855	R05H5.3	Y11D7A.12	thioredoxin	flh-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65925	192056	177573	56548	42690	R06B10.4	C06A6.2	trp-2	C06A6.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65926	192056	178117	56548	43212	R06B10.4	F38H4.9	trp-2	let-92	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65927	192056	172408	56548	37854	R06B10.4	K02F2.2	trp-2	K02F2.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65928	192056	179902	56548	44914	R06B10.4	T08G5.5	trp-2	vps-39	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65929	192056	176434	56548	41628	R06B10.4	T20G5.1	trp-2	chc-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65930	192056	179709	56548	44730	R06B10.4	W04D2.1	trp-2	atn-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65931	192056	190399	56548	54989	R06B10.4	Y59A8B.22	trp-2	Y59A8B.22	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65932	192056	176951	56548	42108	R06B10.4	Y77E11A.7	trp-2	Y77E11A.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65933	187635	172434	52322	37879	R06B9.1	F15C11.2	R06B9.1	F15C11.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65934	187635	172741	52322	38172	R06B9.1	F25H5.6	R06B9.1	F25H5.6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65935	187635	176410	52322	41604	R06B9.1	R10E12.1	R06B9.1	alx-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65936	187635	181577	52322	46474	R06B9.1	T04C10.2	R06B9.1	epn-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65937	187635	173065	52322	38468	R06B9.1	Y47H9C.5	R06B9.1	dnj-27	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65938	175022	181944	40308	46810	R06B9.3	B0379.4	R06B9.3	scpl-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65939	175022	180653	40308	45591	R06B9.3	C18B2.5	R06B9.3	C18B2.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65940	175022	181050	40308	45974	R06B9.3	C39D10.7	R06B9.3	C39D10.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65941	175022	174779	40308	40084	R06B9.3	F07A11.3	R06B9.3	npp-5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65942	175022	177533	40308	42651	R06B9.3	F32E10.4	R06B9.3	ima-3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65943	175022	178764	40308	43820	R06B9.3	F35F10.12	R06B9.3	F35F10.12	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65944	175022	175022	40308	40308	R06B9.3	R06B9.3	R06B9.3	R06B9.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65945	175022	177336	40308	42458	R06B9.3	T12E12.4	R06B9.3	drp-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65946	175022	172948	40308	38361	R06B9.3	T22A3.3	R06B9.3	lst-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65947	175022	177604	40308	42717	R06B9.3	Y42H9AR.1	R06B9.3	Y42H9AR.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65948	175022	176348	40308	41543	R06B9.3	ZK1098.4	R06B9.3	ZK1098.4	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65949	175022	174785	40308	40090	R06B9.3	ZK20.3	R06B9.3	rad-23	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65950	173074	175472	38477	40712	R06C1.1	C14B1.1	hda-3	pdi-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65951	173074	183220	38477	48051	R06C1.1	C34H4.2	hda-3	C34H4.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65952	187645	181177	52332	46093	R07B1.4	F49E2.2	gst-36	F49E2.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65953	187645	177604	52332	42717	R07B1.4	Y42H9AR.1	gst-36	Y42H9AR.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65954	179654	179654	44677	44677	R07B7.2	R07B7.2	R07B7.2	R07B7.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65955	180864	182593	45796	47442	R07E4.6	C14B1.8	kin-2	C14B1.8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65956	180864	180653	45796	45591	R07E4.6	C18B2.5	kin-2	C18B2.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65957	180864	172970	45796	38381	R07E4.6	C34B2.2	kin-2	kbp-5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65958	180864	183865	45796	48673	R07E4.6	C56E10.4	kin-2	nhr-137	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65959	180864	178020	45796	43119	R07E4.6	F01G4.6	kin-2	F01G4.6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65960	180864	181712	45796	46596	R07E4.6	F38E9.1	kin-2	F38E9.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65961	180864	179627	45796	44651	R07E4.6	K12G11.3	kin-2	sodh-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65962	180864	176523	45796	41710	R07E4.6	M142.5	kin-2	M142.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65963	180864	179608	45796	44633	R07E4.6	T04F3.1	kin-2	T04F3.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65964	180864	179981	45796	44982	R07E4.6	W06A7.3	kin-2	ret-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65965	180864	180515	45796	45460	R07E4.6	Y102A11A.2	kin-2	Y102A11A.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65966	180864	180514	45796	45459	R07E4.6	Y102A11A.3	kin-2	Y102A11A.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65967	180864	175938	45796	41155	R07E4.6	Y40D12A.2	kin-2	Y40D12A.2	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65968	180864	180181	45796	45153	R07E4.6	Y59A8B.9	kin-2	ebp-3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65969	180864	180224	45796	45190	R07E4.6	Y69H2.7	kin-2	Y69H2.7	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65970	180864	181661	45796	46553	R07E4.6	ZK662.3	kin-2	nhr-48	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65971	180864	173364	45796	38745	R07E4.6	F21F12.1	kin-2	F21F12.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65972	175578	179971	40814	44973	R07E5.8	C47E8.5	cku-80	daf-21	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65973	175578	175444	40814	40686	R07E5.8	F59A2.5	cku-80	F59A2.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65974	175578	181713	40814	46597	R07E5.8	K05G3.3	cku-80	cah-3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65975	175578	176546	40814	41729	R07E5.8	Y47D3A.4	cku-80	cku-70	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65976	174234	181179	39568	46095	R07G3.8	C11E4.6	R07G3.8	C11E4.6	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65978	174234	173217	39568	38612	R07G3.8	Y48G10A.3	R07G3.8	Y48G10A.3	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65979	176268	175872	41467	41093	R08D7.3	F42A10.5	eif-3.D	F42A10.5	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65980	176268	175416	41467	40661	R08D7.3	H06I04.1	eif-3.D	H06I04.1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65981	176268	172592	41467	38026	R08D7.3	K04G2.10	eif-3.D	K04G2.10	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65982	176268	178311	41467	43398	R08D7.3	K09B11.9	eif-3.D	K09B11.9	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65983	176268	180111	41467	45100	R08D7.3	T03E6.7	eif-3.D	cpl-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65984	176268	177701	41467	42809	R08D7.3	T11B7.4	eif-3.D	alp-1	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65985	176268	178411	41467	43493	R08D7.3	Y57G11C.24	eif-3.D	eps-8	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
65986	176268	175297	41467	40555	R08D7.3	Y82E9BR.13	eif-3.D	Y82E9BR.13	-	-	Two-hybrid	physical	Li S (2004)	14704431	6239	6239	High Throughput	-	-	-	-	-	BioGRID
